age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,v_decile_score,priors_count,sex_Male,label,c_jail_in,c_jail_out,c_offense_date,screening_date,in_custody,out_custody
25,0,8,1,0,6,6,1,1,0.39475905688560237,0.39422622872705854,0.972869389813414,0.6310013717421125,0.9154606018837583,0.7221264748773697
28,0,7,0,0,5,5,1,1,0.1117198790827842,0.1333495350534517,0.9396873424104891,0.17969821673525377,0.8944406156673559,0.7013124751425163
32,0,5,2,1,3,10,1,1,0.29814960882005664,0.3031707733924082,0.9615733736762481,0.4773662551440329,0.9093728463128876,0.7151000928012727
32,0,2,0,0,1,0,0,0,0.3518856719268832,0.3519761006944257,0.967927382753404,0.5637860082304527,0.9097174362508614,0.715630385788148
20,2,9,2,0,9,4,1,1,0.25172398542861996,0.25245116338295215,0.9561270801815431,0.40329218106995884,0.9042039972432805,0.7092668699456449
23,0,7,0,0,5,0,1,1,0.06181172760889695,0.06538956816464922,0.9337367624810893,0.09876543209876543,0.8714679531357684,0.6714834946307835
26,0,4,0,0,5,1,0,0,0.3161186210547842,0.31601571328415573,0.9636913767019667,0.5363511659807956,0.9048931771192281,0.7100623094259578
30,0,3,0,0,2,1,1,1,0.10742803955674546,0.10730064033255292,0.9391830559757942,0.1728395061728395,0.8988054215483574,0.7047593795572054
27,0,5,0,0,6,2,1,1,0.12281861302304749,0.12821511576575098,0.9409984871406959,0.19615912208504802,0.9122444291293361,0.7274294047461223
56,0,8,0,0,3,1,0,0,0.00025491602226802244,0.14520745955886039,0.9265758951084215,0.0013717421124828531,0.8821502412129566,0.7121834813734589
27,0,1,0,0,2,1,1,0,0.28184420991084536,0.281799295797421,0.9596570852244075,0.4513031550068587,0.9002986446129106,0.7047593795572054
28,0,5,0,0,3,1,1,0,0.23093706214086296,0.23545999189973604,0.9537065052950076,0.36899862825788754,0.8935217091660923,0.6976004242343895
26,0,6,0,0,7,1,1,1,0.06705570583984133,0.06700506087174414,0.9343419062027232,0.10699588477366255,0.8873190902825637,0.6962746917672014
34,0,1,0,0,1,0,1,1,0.25837911408384356,0.2575402103038509,0.956933938477055,0.41289437585733885,0.9096025729382036,0.7197401564364311
26,0,8,0,0,4,0,1,0,0.03121052256632492,0.031148989172317326,0.9302067574382249,0.05075445816186557,0.866758557316793,0.6660479915153122
29,0,2,0,0,2,0,1,1,0.28953323472978587,0.2999343238219361,0.9605648008068582,0.46364883401920437,0.9013324144268321,0.7075434177383004
23,0,6,0,0,5,2,1,1,0.20179164042100284,0.20621727796219635,0.9502773575390822,0.32373113854595337,0.8912244429129336,0.6942860930664192
23,0,7,0,0,5,0,0,0,0.2823914446023546,0.28240710867260055,0.9597579425113465,0.4513031550068587,0.9004135079255686,0.7048919528039241
32,0,1,0,0,1,0,1,1,0.34780808819031683,0.34764750537074407,0.967423096318709,0.5569272976680384,0.9091431196875718,0.7149675195545538
31,0,6,0,0,5,1,1,0,0.22589767619022874,0.3257133090921504,0.9531013615733737,0.36213991769547327,0.8928325292901448,0.7115206151398648
25,0,6,0,0,6,2,1,0,0.06614734591025644,0.06620060791421044,0.9343419062027232,0.1056241426611797,0.8714679531357684,0.6714834946307835
46,0,1,0,0,1,6,1,1,0.054345688512166306,0.07297823808360157,0.9275844679778114,0.056241426611796985,0.8698598667585573,0.672544080604534
51,0,2,0,0,2,0,1,0,0.25949967394843365,0.259498295675014,0.957034795763994,0.4156378600823045,0.8973121984838043,0.7013124751425163
44,0,1,0,0,1,0,0,0,0.26109573209479126,0.260948661579259,0.9572365103378719,0.41838134430727025,0.9950608775557087,0.8141323081002254
58,0,2,0,0,1,1,0,0,0.14713542849931335,0.14615569930525438,0.9437216338880484,0.23868312757201646,0.8822651045256146,0.683812806575633
23,0,4,0,0,5,1,1,1,0.35036723966707434,0.35280258910402135,0.967725668179526,0.5610425240054869,0.9094877096255456,0.7157629590348668
62,0,1,0,0,1,0,1,0,0.07499660759183753,0.07492169938558742,0.935350479072113,0.12071330589849108,0.8726165862623478,0.6728092270979716
35,0,3,0,0,3,5,0,0,0.2767073049504846,0.27670294677676327,0.9590519415027736,0.4430727023319616,0.899609464736963,0.7039639400768924
25,0,8,0,0,5,3,1,1,0.3519918811426908,0.3528378080749679,0.967927382753404,0.5637860082304527,0.9097174362508614,0.7157629590348668
26,0,4,0,0,5,3,1,1,0.39736886978089686,0.3976930570612204,0.9732728189611699,0.635116598079561,0.923386170457156,0.7318043218878431
39,0,4,0,0,2,1,1,0,0.23527787470254294,0.23543600922107172,0.9542107917297025,0.3772290809327846,0.8940960257293821,0.6976004242343895
27,0,2,0,0,2,1,1,1,0.37672804127194387,0.3768341769344869,0.9708522440746344,0.6035665294924554,0.9130484723179416,0.7194750099429935
32,0,5,0,0,2,0,1,0,0.056133109962262555,0.05582480102846151,0.9331316187594554,0.09053497942386832,0.8700895933838731,0.6698926156701578
30,0,6,0,0,4,6,1,1,0.001710758934964494,0.0018979200430806003,0.9267776096822995,0.0027434842249657062,0.8628532046864231,0.6615405011268726
58,0,1,0,0,1,0,0,0,0.11965554684780354,0.11885286019621348,0.940494200706001,0.19204389574759945,0.8785894785205606,0.679570462680631
38,0,1,0,0,1,0,1,0,0.20463396350437218,0.20460731895519094,0.9505799293998991,0.3278463648834019,0.8899609464736963,0.6928277873525123
31,0,10,0,0,7,0,1,0,0.12206250550400409,0.19077342638533176,0.9408976298537569,0.19615912208504802,0.8789340684585344,0.6907066154050112
24,0,7,0,0,5,1,1,0,0.041202700288368845,0.061802846306824956,0.9314170448814927,0.06721536351165981,0.9402710774178727,0.7560652260373857
24,0,4,0,0,6,1,1,1,0.1177151579073511,0.12112724073748267,0.940393343419062,0.18930041152263374,0.8783597518952446,0.6799681824207875
36,0,4,0,0,1,14,1,1,0.16576259225013779,0.1657499252975325,0.946041351487645,0.3168724279835391,0.934413048472318,0.7443987803261302
28,0,6,0,0,6,8,1,1,0.006864229911031855,0.008992868670027044,0.9273827534039334,0.012345679012345678,0.8635423845623708,0.662601087100623
20,0,7,0,0,6,0,1,1,0.30734500885859745,0.30756116335622746,0.9625819465456379,0.4924554183813443,0.9037445439926487,0.7087365769587697
31,0,3,0,0,2,6,1,1,0.1099038544401009,0.1092852417639294,0.9394856278366112,0.1755829903978052,0.8773259820813232,0.6781121569667241
33,0,2,0,0,1,0,1,1,0.3639496245736622,0.36404780286325567,0.9693393847705497,0.5829903978052127,0.9535952216861935,0.7662733660347342
29,0,2,0,0,2,2,0,1,0.24668010043415178,0.24578308457960554,0.9554210791729703,0.3936899862825789,0.9787502871582816,0.7951743338194353
21,0,6,0,0,6,1,1,1,0.08582705748996398,0.08610349912745868,0.9366616238023198,0.13854595336076816,0.9099471628761774,0.7246453665650272
34,0,3,0,0,1,6,1,1,0.38274545777577346,0.49448857876589725,0.9565305093292991,0.5102880658436214,0.9138525155065472,0.7376375447434708
22,0,8,1,2,5,4,1,1,0.4053470947265535,0.4071152593925891,0.9741805345436207,0.6488340192043895,0.9168389616356536,0.724115073578152
46,0,3,0,0,4,2,1,0,0.2523731388570488,0.252468132071916,0.9562279374684821,0.4046639231824417,0.8963932919825408,0.7002518891687658
33,0,7,0,0,6,21,1,1,0.4232437349250374,0.4278024557289339,0.9762985375693394,0.6844993141289437,0.9192510912014703,0.7272968314994034
51,0,1,0,0,1,0,0,0,0.013821589036261211,0.013122787271285692,0.9281896116994452,0.023319615912208505,0.908798529749598,0.7144372265676786
34,1,6,0,0,5,9,1,1,0.4110856598976516,0.4114012641017579,0.9748865355521936,0.6584362139917695,0.9176430048242591,0.724777939811746
29,0,9,0,0,4,10,1,1,0.2875593065596923,0.31185897064296597,0.9603630862329803,0.4609053497942387,0.9011026878015161,0.7093994431923638
25,0,9,0,0,9,7,1,1,0.28926520891091545,0.2886508311642372,0.9604639435199193,0.46227709190672156,0.9022513209280956,0.7127137743603341
33,0,8,0,0,6,5,1,1,0.022693941836857898,0.026857003695726807,0.9290973272818961,0.03566529492455418,0.8656099241902137,0.6653851252817181
35,3,10,0,0,5,13,1,0,0.04301001486164283,0.04294728483044211,0.9316187594553706,0.06995884773662552,0.9135079255685734,0.7418798886384728
20,0,9,0,1,8,1,1,1,0.6190433243123035,0.6191628616517654,0.9992939989914271,0.99039780521262,0.9460142430507695,0.7662733660347342
31,0,10,0,0,8,4,1,1,0.08853246265215098,0.1288876639906309,0.9266767523953605,0.04938271604938271,0.998162186997473,0.8177117857616333
42,0,6,0,0,3,4,0,1,0.20868036181568736,0.20813541538352134,0.9442259203227433,0.32647462277091904,0.8905352630369859,0.6933580803393875
40,0,3,0,0,2,11,1,1,0.25151059369392365,0.2508964718330344,0.9561270801815431,0.40329218106995884,0.8962784286698828,0.6999867426753281
20,0,4,0,0,7,1,1,1,0.2660183018123668,0.26637306860827414,0.9578416540595058,0.42661179698216734,0.8982311049850678,0.7023730611162667
30,0,4,0,1,4,2,1,1,0.031838382506938934,0.031125721801384496,0.9303076147251639,0.05075445816186557,0.9077647599356765,0.7132440673472094
49,0,2,0,0,1,4,0,0,0.2584230616974539,0.26099686537249817,0.956933938477055,0.41426611796982166,0.8971973351711463,0.7015776216359538
31,0,3,0,0,1,1,0,1,0.44917018513247564,0.47735821038509796,0.9792233988905699,0.7174211248285323,0.9318860555938433,0.7886782447302134
33,0,2,0,0,2,1,1,1,0.2198381593623101,0.22182804461123964,0.9523953605648008,0.35253772290809327,0.9060418102458075,0.7115206151398648
29,0,4,0,0,2,3,1,1,0.18998446101767716,0.19006355300562922,0.9488653555219364,0.3045267489711934,0.9028256374913852,0.7116531883865835
36,0,8,0,0,2,9,1,0,0.03728058682151005,0.03805928905624176,0.9308119011598588,0.05898491083676269,0.9092579830002298,0.7190772902028371
29,0,3,0,0,2,1,1,0,0.1804761539702309,0.18028196814816136,0.9477559253656077,0.31824417009602196,0.92706179646221,0.7437359140925361
27,1,9,2,0,10,11,1,0,0.3356927590451861,0.3376568817635761,0.9660110943015633,0.5377229080932785,0.9075350333103607,0.7133766405939281
31,0,7,0,0,3,9,1,0,0.050093486257521636,0.05003220921431801,0.9324256177508825,0.08093278463648834,0.9639329198254077,1.0
28,0,3,0,0,3,3,0,0,0.29111538854641367,0.29125875373980514,0.9607665153807362,0.4663923182441701,0.9015621410521479,0.7062176852711123
34,0,8,0,4,8,11,1,1,0.09559413404534625,0.09550382496403914,0.9377710539586485,0.1522633744855967,0.8876636802205375,0.690176322418136
21,0,4,0,0,7,0,1,1,0.12477021481226061,0.12477369079088685,0.9412002017145739,0.20027434842249658,0.9056972203078337,0.7108577489062707
20,0,5,0,0,8,0,1,1,0.23527225338066646,0.23544555659232125,0.9542107917297025,0.3772290809327846,0.9078796232483345,0.7694551239559857
47,0,4,0,0,1,2,1,0,0.050763883515444794,0.0551981715860118,0.9325264750378215,0.09053497942386832,0.8919136227888812,0.6958769720270449
34,1,10,0,0,10,21,1,1,0.29208480834684064,0.29628893679529955,0.9608673726676752,0.46776406035665297,0.9137376521938892,0.7512925891555085
34,0,9,0,0,4,22,1,0,0.07992728154731274,0.08081783199386497,0.9359556227937469,0.1673525377229081,0.9012175511141741,0.7067479782579875
77,0,1,0,0,1,0,1,0,0.23516821919929515,0.23434194604574857,0.9541099344427635,0.37585733882030176,0.8940960257293821,0.6974678509876707
31,0,6,0,0,3,2,0,0,0.09701470961884945,0.19672745918054207,0.9378719112455874,0.1550068587105624,0.8756030323914542,0.6916346281320429
36,0,5,0,0,3,16,1,1,0.2583150449187814,0.2577465169754099,0.956933938477055,0.41289437585733885,0.9189065012634965,0.7262362455256529
25,0,10,4,4,7,14,1,1,0.22581694169281896,0.29628939379746133,0.9531013615733737,0.36213991769547327,0.9369400413507926,0.7625613151266074
31,0,10,0,0,5,6,1,1,0.10321068751140217,0.10311338782964895,0.9233484619263742,0.12482853223593965,0.8764070755800597,0.6771841442396924
47,0,1,0,0,1,7,1,1,0.08345335997680996,0.13156121605056367,0.9363590519415028,0.13443072702331962,0.8737652193889272,0.6815590613814132
30,1,4,0,0,4,9,1,1,0.3432697447614966,0.3436350859992132,0.9669188098840141,0.5500685871056241,0.9699058120836205,0.7856290600556808
49,0,1,0,0,2,0,0,0,0.004353386048421372,0.004558487280720801,0.9270801815431164,0.006858710562414266,0.8631977946243969,0.661938220867029
28,0,4,0,0,4,2,1,0,0.2997925642842601,0.29956859293971994,0.961775088250126,0.48010973936899864,0.9027107741787274,0.7075434177383004
31,0,6,0,1,2,10,1,1,0.01566960356898719,0.1709832855532606,0.9283913262733232,0.02606310013717421,0.9172984148862853,0.7243802200715895
24,0,3,0,2,4,1,1,0,0.07928464329052876,0.07898053428102865,0.9358547655068079,0.12757201646090535,0.8731909028256375,0.6734720933315657
23,0,8,0,0,5,0,1,1,0.35993847373821214,0.3632287556410335,0.9688350983358548,0.5761316872427984,0.9107512060647829,0.7173538379954925
29,0,4,0,0,2,2,1,0,0.10818287582278499,0.11017272009246465,0.9392839132627332,0.17421124828532236,0.8770962554560073,0.6782447302134429
49,0,1,0,0,1,0,0,0,0.11013506358017958,0.11018664872356962,0.9394856278366112,0.17695473251028807,0.8773259820813232,0.6782447302134429
27,0,9,0,1,5,5,1,1,0.24318298273714894,0.242929821386964,0.9551185073121533,0.3895747599451303,0.9249942568343671,0.7539440540898846
34,0,2,0,1,1,0,1,0,0.08781222830381052,0.0877737923546499,0.9368633383761977,0.1412894375857339,0.9481966459912704,0.760705289672544
21,0,9,0,4,9,2,1,1,0.2646384758566361,0.27125368280407863,0.9576399394856279,0.42386831275720166,0.8980013783597519,0.7031685005965796
34,0,9,0,0,7,1,0,0,0.15198470253588456,0.1694820235169537,0.6900655572365103,0.039780521262002745,0.8829542844015621,0.687392284237041
28,0,6,0,0,4,2,1,1,0.07140455311777233,0.07124016944885112,0.9349470499243571,0.11522633744855967,0.8862853204686423,0.7119183348800212
57,0,1,0,0,1,0,1,0,0.22522735838561833,0.23033339132293373,0.9528996469994957,0.35939643347050754,0.8927176659774868,0.6968049847540766
27,0,7,0,0,3,3,1,0,0.22921192215629219,0.22948315867058428,0.9273827534039334,0.39780521262002744,0.8932919825407765,0.6966724115073578
39,0,2,1,0,1,4,1,1,0.5208576714969215,0.5201955365214818,0.9876954109934443,0.8737997256515775,0.9486560992419021,0.7612355826594194
22,0,8,1,1,7,2,1,1,0.008893000730245466,0.018294760214889967,0.9275844679778114,0.015089163237311385,0.8742246726395589,0.684475672809227
34,0,6,0,1,3,3,1,1,0.4524322302720677,0.45237599844913334,0.9797276853252648,0.7242798353909465,0.9231564438318401,0.7311414556542489
48,0,1,0,0,1,0,0,0,0.04817312948354423,0.04837689771016981,0.9322239031770045,0.07818930041152264,0.8690558235699517,0.6686994564496884
26,0,8,1,1,4,13,1,1,0.2071805216310601,0.20625536809889852,0.9507816439737771,0.33058984910836764,0.8942108890420399,0.6981307172212647
64,0,2,0,0,1,0,1,0,0.23857698481252906,0.23886330686823878,0.9546142208774584,0.38271604938271603,0.8945554789800138,0.6981307172212647
30,0,4,0,0,2,0,1,0,0.20543675977631548,0.20978111990744236,0.9506807866868381,0.3292181069958848,0.9472777394900069,0.7624287418798886
33,0,6,0,0,6,6,1,1,0.5124636276390306,0.6424714025184733,0.9868885526979324,0.8203017832647462,0.9516425453710085,0.7673339520084846
45,0,1,0,0,1,1,1,0,0.3132924567888938,0.31370029196179194,0.9633888048411497,0.5006858710562414,0.9045485871812543,0.7096645896858014
24,0,7,0,0,7,0,1,1,0.23089175388927194,0.23091415165710127,0.9537065052950076,0.36899862825788754,0.8950149322306455,0.7062176852711123
26,0,7,0,0,5,7,1,1,0.36562916828838327,0.3650459452587511,0.9820474029248614,0.7558299039780522,0.9754192510912014,1.0
26,0,4,0,0,5,1,1,1,0.0060736694492507905,0.007193849855655371,0.9272818961169944,0.010973936899862825,0.868481507006662,0.6726766538512529
22,0,4,0,1,5,1,1,1,0.10999501718480804,0.11000745420200025,0.9394856278366112,0.17695473251028807,0.8773259820813232,0.6782447302134429
29,0,5,0,0,3,5,1,1,0.4506142788865504,0.45179265505926874,0.9795259707513868,0.7215363511659808,0.9229267172065242,0.7310088824075301
25,0,5,0,1,4,1,1,1,0.4514547956187179,0.4515951407119094,0.9796268280383258,0.7215363511659808,0.9368251780381346,0.7467850987670688
26,0,10,0,0,9,3,1,0,0.013080071131770031,0.013891017840082804,0.9280887544125063,0.02194787379972565,0.9573857110039053,0.7705157099297362
29,1,10,0,0,9,8,1,1,0.3733692219974322,0.37860264614782596,0.9704488149268785,0.598079561042524,0.9125890190673099,0.7197401564364311
27,0,7,0,0,5,9,1,1,0.4256112152164694,0.4457831660452083,0.9766011094301563,0.6817558299039781,0.9592235240064323,0.7729020283706748
28,0,5,0,0,7,2,1,0,0.04131908945987151,0.06726887033705171,0.9314170448814927,0.06721536351165981,0.9632437399494601,1.0
21,0,4,0,0,7,0,1,0,0.030258940034608474,0.030085316640753153,0.9301059001512859,0.04938271604938271,0.8666436940041351,0.6659154182685934
22,0,5,1,2,7,1,1,0,0.07485894479584825,0.07649297216611445,0.935350479072113,0.12071330589849108,0.8726165862623478,0.6730743735914092
24,0,6,0,0,5,1,1,1,0.28763494611342255,0.33655585427270046,0.9603630862329803,0.4609053497942387,0.9011026878015161,0.7132440673472094
32,0,2,0,0,2,2,1,1,0.10814725094368438,0.11180465494255439,0.9392839132627332,0.17421124828532236,0.8870893636572479,0.6893808829378232
28,0,3,0,0,2,10,1,0,0.315043349578457,0.3144065490635186,0.9635905194150277,0.5034293552812071,0.9127038823799678,0.7200053029298688
29,0,2,0,0,2,0,1,0,0.029496307412256156,0.030318745397131353,0.9300050428643469,0.04801097393689986,0.8665288306914771,0.6659154182685934
28,0,6,0,0,6,6,1,1,0.0646253680463665,0.06439447576184222,0.9341401916288452,0.10425240054869685,0.9952906041810246,0.8163860532944451
24,0,8,0,1,6,3,1,1,0.0981386263859029,0.1274382021558799,0.935350479072113,0.12071330589849108,0.9179875947622329,0.7320694683812806
22,0,4,0,0,5,0,1,1,0.06354552800455657,0.07050663130503157,0.9340393343419062,0.10150891632373114,0.8764070755800597,0.6771841442396924
28,0,4,0,0,3,6,1,0,0.31605589266437456,0.3170919533751691,0.9636913767019667,0.5075445816186557,0.9301631059039742,0.7478456847408192
30,0,4,0,0,2,0,1,1,0.6238231462218743,0.6242714801869842,0.999899142713061,0.9986282578875172,0.968986905582357,0.7933183083653719
45,0,7,0,0,9,9,0,0,0.1108104266701491,0.17453303991012795,0.9395864851235501,0.17695473251028807,0.8774408453939812,0.6881877237173538
52,0,9,0,0,3,7,1,1,0.1117200181260815,0.11430011524700386,0.3901159858799798,0.17969821673525377,0.9355616815988973,0.7732997481108312
28,0,3,0,0,2,1,1,0,0.25092670123024813,0.25069146662415354,0.9560262228946041,0.401920438957476,0.8961635653572249,0.6999867426753281
45,0,5,0,0,3,1,1,1,0.08621449170622125,0.10913318919683847,0.9365607665153808,0.13717421124828533,0.9214334941419711,0.7292854302001855
20,0,9,0,0,7,0,1,1,0.5664633168375345,0.565952858100958,0.9931417044881493,0.906721536351166,0.998162186997473,0.8177117857616333
31,0,3,0,0,3,1,1,1,0.4705404347790549,0.5007632482517507,0.9818456883509834,0.7530864197530864,0.9255685733976567,0.7385655574705025
32,0,1,0,0,1,0,1,1,0.5502033751548756,0.5686404282054621,0.9912254160363086,0.879286694101509,0.952561451872272,0.764947633567546
46,0,1,0,0,1,0,1,0,0.3304750401341029,0.3298875767727618,0.9654059505799294,0.5281207133058985,0.906845853434413,0.7121834813734589
34,0,9,0,1,3,15,0,1,0.5028767214019545,0.5050155540189023,0.9855774079677256,0.8093278463648834,0.9614059269469332,0.7885456714834946
23,0,5,0,0,7,1,1,0,0.09699787544821227,0.09638540200378956,0.9378719112455874,0.1550068587105624,0.9102917528141512,0.7209333156569004
48,0,3,0,0,2,0,1,0,0.29867725826997504,0.3211847852575156,0.961674230963187,0.4787379972565158,0.9025959108660694,0.7108577489062707
34,0,4,0,0,2,0,1,0,0.31611793576996183,0.31612618858935343,0.9636913767019667,0.5061728395061729,0.9048931771192281,0.7100623094259578
44,0,6,0,0,3,6,0,0,0.36214195246048086,0.36324477058635535,0.9691376701966717,0.5802469135802469,0.9110957960027567,0.7173538379954925
42,0,1,0,0,2,4,1,1,0.07154909855697787,0.08599849791337284,0.9349470499243571,0.11522633744855967,0.872157133011716,0.6745326793053162
31,0,10,0,0,10,23,1,1,0.5776041014435663,0.6242724041261374,0.994452849218356,0.9231824417009602,0.9481966459912704,0.7644173405806708
29,0,5,0,0,3,2,1,0,0.18123119880121635,0.18137426292381498,0.8839132627332325,0.2908093278463649,0.886859637031932,0.6892483096911043
24,0,6,0,0,6,3,1,1,0.21907054104458323,0.21912167780912448,0.9522945032778618,0.35390946502057613,0.914197105444521,0.7257059525387777
27,0,5,0,0,6,8,1,1,0.4843358141537754,0.5057326003455791,0.983459404942007,0.7750342935528121,0.9274063864001838,0.7393609969508154
24,0,4,0,0,5,0,1,0,0.24801777640747297,0.2474431051929861,0.9557236510337872,0.39643347050754457,0.895818975419251,0.6994564496884529
20,0,8,2,1,8,2,1,1,0.2275132897831849,0.2536210591126435,0.9533030761472516,0.36488340192043894,0.9083390764989663,0.7210658889036192
57,0,6,0,0,1,19,1,0,0.11780886315806598,0.11972789018325479,0.940393343419062,0.18930041152263374,0.9159200551343901,0.722656767864245
29,0,10,0,0,8,7,1,1,0.43419342438226116,0.43435252862624285,0.9776096822995461,0.6954732510288066,0.9230415805191822,0.7482434044809757
30,0,7,0,0,5,4,1,1,0.20939262103776138,0.20968231802702947,0.9161875945537065,0.1111111111111111,0.8906501263496439,0.6936232268328252
24,0,5,0,0,4,0,1,1,0.33409682007879765,0.33392889656361097,0.9658093797276853,0.5349794238683128,0.9156903285090742,0.7231870608511203
23,0,8,0,0,5,6,1,1,0.534665038390202,0.6061279380134984,0.989409984871407,0.8559670781893004,0.958189754192511,0.7718414423969243
49,0,6,0,0,2,8,1,1,0.20365354935179455,0.2062900803935353,0.9504790721129601,0.32510288065843623,0.8898460831610384,0.6930929338459498
42,0,1,0,0,1,0,1,0,0.24455911411383718,0.24918937006215994,0.9552193645990923,0.39094650205761317,0.8953595221686194,0.6997215961818904
26,0,4,0,0,4,2,1,0,0.11078104880776282,0.11014283612501548,0.9395864851235501,0.25925925925925924,0.8774408453939812,0.6782447302134429
27,0,2,0,0,2,0,0,0,0.01751255295302588,0.01747606071170397,0.9285930408472012,0.02880658436213992,0.864920744314266,0.6639268195678112
29,0,4,0,0,2,4,1,0,0.24985652469760045,0.24993710507748376,0.9559253656076652,0.4348422496570645,0.896048702044567,0.6998541694286093
24,0,5,0,0,5,1,1,0,0.02677399855778333,0.026684475444821814,0.92970247100353,0.04252400548696845,0.8661842407535033,0.6653851252817181
27,0,2,0,0,2,4,1,1,0.5509213152888106,0.5529577433249147,0.9913262733232476,0.8820301783264746,0.9363657247875029,0.74665252552035
25,0,4,0,0,4,0,0,0,0.19059056068226402,0.19059386427506705,0.9489662128088754,0.3045267489711934,0.8881231334711693,0.6907066154050112
32,0,10,0,0,7,13,1,1,0.4531312903125625,0.535831398550105,0.9505799293998991,0.3278463648834019,0.923271307144498,0.7440010605859737
20,0,5,1,2,8,1,1,1,0.2823452722959875,0.28180803844747265,0.9596570852244075,0.4513031550068587,0.9189065012634965,0.7335277740951875
21,0,7,0,0,7,0,1,0,0.011231679195808529,0.011157240843089907,0.9278870398386283,0.019204389574759947,0.8641167011256604,0.6629988068407795
41,0,7,0,1,3,7,1,1,0.260007926858379,0.26037941571260265,0.957034795763994,0.4156378600823045,0.9094877096255456,0.716293252021742
23,0,3,0,0,5,0,1,0,0.024172597781975363,0.024271484160916065,0.929399899142713,0.039780521262002745,0.9078796232483345,0.7288877104600292
29,0,10,1,0,6,17,1,1,0.11582917462279863,0.12807351463940359,0.940191628845184,0.18655692729766804,0.8781300252699288,0.681028768394538
58,0,2,0,0,1,3,1,0,0.3011954714273423,0.3024182497892152,0.961976802824004,0.4828532235939643,0.9029405008040432,0.7079411374784569
20,0,5,0,1,6,0,1,1,0.4206678684576119,0.4207819686498703,0.9759959657085224,0.6735253772290809,0.9645072363886974,0.7788678244730214
39,0,1,0,0,1,0,1,0,0.28247844597980687,0.2824376085994852,0.9597579425113465,0.45267489711934156,0.9004135079255686,0.7048919528039241
23,0,2,0,0,3,2,1,1,0.35538844074075476,0.3556411785533376,0.9683308119011599,0.5692729766803841,0.9101768895014932,0.7161606787750232
23,0,4,0,0,6,0,1,0,0.032787233831029876,0.034606448962162493,0.9304084720121029,0.053497942386831275,0.9320009189065013,0.77343232135755
20,0,10,1,0,8,1,1,1,0.39917095036719397,0.3994330828574028,0.9734745335350479,0.6392318244170097,0.9166092350103378,0.7235847805912767
29,0,2,0,0,2,1,0,1,0.3972867647138423,0.39742789645908666,0.9731719616742309,0.6433470507544582,0.9682977257064094,0.7839056078483362
29,0,7,2,0,6,7,1,1,0.18877268875005945,0.19143143995450088,0.9486636409480586,0.30315500685871055,0.8980013783597519,0.7344557868222192
27,0,5,0,0,4,5,1,0,0.03554939845350682,0.03544406438091472,0.9307110438729198,0.05761316872427984,0.8673328738800827,0.6667108577489063
40,0,1,0,0,1,0,1,0,0.26548899377454493,0.2652621460271128,0.9577407967725668,0.4252400548696845,0.8981162416724099,0.702240487869548
58,0,3,0,0,1,5,1,1,0.3699435725552407,0.3702689037478837,0.9700453857791226,0.5925925925925926,0.9147714220078107,0.7762163595386451
38,0,2,0,0,1,0,1,0,0.20939588855524788,0.2096739131611844,0.951084215834594,0.3374485596707819,0.8906501263496439,0.6936232268328252
49,0,2,0,0,1,3,1,0,0.08758208185178976,0.08767383803400293,0.9368633383761977,0.13991769547325103,0.8743395359522168,0.6747978257987538
30,0,1,0,0,2,0,1,1,0.01986091479107935,0.019139955908630126,0.9288956127080181,0.03155006858710562,0.8826096944635883,0.6843430995625083
65,0,3,0,0,3,1,1,1,0.3964518494402231,0.3965656625325754,0.9731719616742309,0.635116598079561,0.9182173213875489,0.728357417473154
24,0,9,0,0,6,0,1,1,0.07316650978113483,0.08537160023052381,0.935148764498235,0.11796982167352538,0.8723868596370319,0.6744001060585973
33,0,3,0,0,4,2,1,0,0.11587681681545144,0.11886670934868161,0.9392839132627332,0.19204389574759945,0.8828394210889042,0.684608246055946
26,0,5,0,0,6,2,1,0,0.032913157400061566,0.03261281677067589,0.9304084720121029,0.053497942386831275,0.8669882839421089,0.6663131380087498
45,0,1,0,0,1,0,0,0,0.036979051567990764,0.037101164154391665,0.9308119011598588,0.05898491083676269,0.8675626005053986,0.6669760042423439
41,0,1,0,0,1,2,1,0,0.34866573704304427,0.3840183403312783,0.967523953605648,0.6145404663923183,0.9092579830002298,0.720535595916744
58,0,2,0,0,1,8,1,0,0.061851235768657815,0.061994548778865885,0.9338376197680283,0.10013717421124829,0.8708936365724788,0.6708206283971895
40,0,3,0,0,5,4,1,1,0.2694351716635004,0.29716334088807583,0.9582450832072618,0.43209876543209874,0.9523317252469561,0.7648150603208272
38,1,6,5,0,4,8,1,0,0.2586668939825944,0.2715264236812003,0.956833081190116,0.41289437585733885,0.8971973351711463,0.7031685005965796
25,0,8,0,0,8,2,0,1,0.09389606777709227,0.09358505171361951,0.9375693393847705,0.15089163237311384,0.9238456237077878,0.7348535065623757
48,0,1,0,0,1,1,0,0,0.25508473144596555,0.2549402455267958,0.0,0.40877914951989025,0.8967378819205146,0.7006496089089221
30,0,5,0,0,2,5,0,1,0.4147584588007907,0.5514242328317128,0.9752899646999496,0.8930041152263375,0.9823110498506777,0.8004772636881877
24,0,6,0,0,6,1,1,1,0.43025715829407024,0.43099725849370557,0.9771053958648512,0.6886145404663924,0.9201699977027338,0.7278271244862786
